1273477,"wgglgg",311578,2016/02/01
1182821,"g1308222",307599.8,2016/02/01
1031708,"eqzhanghanhui",150012.8,2016/02/01
954776,"ymf16889",116514,2016/02/01
791472,"f2859122275",99303.4,2016/02/01
1451307,"kdy850721",75816,2016/02/01
1375198,"王者2016",65672,2016/02/01
1318069,"byds0421",63020,2016/02/01
781485,"caigewwm88",61185.6,2016/02/01
1500923,"a13731395879",55536,2016/02/01
1158206,"carteryjpgfss",43505.4,2016/02/01
894371,"zqdl789",41103.4,2016/02/01
1280940,"小斌蟋蟀",37759.2,2016/02/01
1115592,"santian2ye",35560,2016/02/01
1216297,"cp12345",31292.4,2016/02/01
1379867,"wl535671549",30810,2016/02/01
1463410,"wolftooth24",28632,2016/02/01
1445189,"limin915385773",26281,2016/02/01
1478295,"muyixuan2015",26108,2016/02/01
1098250,"hwq999",25800,2016/02/01
1092826,"hryjhjs",25188.8,2016/02/01
911396,"qq5677820",24344,2016/02/01
879509,"szaj888",24317.8,2016/02/01
1218550,"wu5332363",23494.8,2016/02/01
1230370,"ty007",22192,2016/02/01
1087535,"gcx900307",20930,2016/02/01
1506118,"zhanghong298",20886,2016/02/01
1236339,"a5890369",20430,2016/02/01
1238690,"aa6261",17885.6,2016/02/01
1458023,"lgb108",16898,2016/02/01
1089665,"sm5678",14110.6,2016/02/01
1510077,"a15218998500",13859,2016/02/01
955205,"hermant99",13818.4,2016/02/01
867904,"benlu88",13814,2016/02/01
1514781,"linchaozhi369",12564,2016/02/01
939725,"xxg6666",12553.6,2016/02/01
1514901,"zql0422",12427.4,2016/02/01
1390967,"wo55558888",12289,2016/02/01
1510234,"kk7788",12036,2016/02/01
1379442,"zxq789zxqcp588",11550,2016/02/01
1513370,"w303870",9976,2016/02/01
1511981,"彩歌",9943.2,2016/02/01
1285146,"li9887",9844.8,2016/02/01
991755,"lengleng",9473.2,2016/02/01
1295559,"bbff119",9456.2,2016/02/01
1240479,"tianbao527",9402,2016/02/01
